id,name,supertype,set_name,number,hp,subtypes,types,rarity,image_url,p_hash
bw8-132,Articuno-EX,Pokémon,Plasma Storm,132,170,"Basic,EX,Team Plasma",Water,Rare Ultra,https://images.pokemontcg.io/bw8/132_hires.png,c94e069f9961723d
sm7-134,Hustle Belt,Trainer,Celestial Storm,134,,Pokémon Tool,,Uncommon,https://images.pokemontcg.io/sm7/134_hires.png,ea2e999591d4d8d1
ex10-T,Unown,Pokémon,Unseen Forces,T,60,Basic,Psychic,Rare,https://images.pokemontcg.io/ex10/T_hires.png,ce4ff191c486cf81
sm5-133,Pokémon Fan Club,Trainer,Ultra Prism,133,,Supporter,,Uncommon,https://images.pokemontcg.io/sm5/133_hires.png,b83cc1c56a3e1ed2
swsh4-132,Lugia,Pokémon,Vivid Voltage,132,130,Basic,Colorless,Rare Holo,https://images.pokemontcg.io/swsh4/132_hires.png,bf2fc2d0c02f34d4
xy5-148,Kyogre-EX,Pokémon,Primal Clash,148,180,"Basic,EX",Water,Rare Ultra,https://images.pokemontcg.io/xy5/148_hires.png,91fac5977824075d
sm2-134,Vikavolt-GX,Pokémon,Guardians Rising,134,240,"Stage 2,GX",Lightning,Rare Ultra,https://images.pokemontcg.io/sm2/134_hires.png,ed3d84cbc96472b0
sm3-130,Tapu Bulu-GX,Pokémon,Burning Shadows,130,180,"Basic,GX",Grass,Rare Ultra,https://images.pokemontcg.io/sm3/130_hires.png,ab25c0e03e9f63b1
pl3-135,Champion's Room,Trainer,Supreme Victors,135,,Stadium,,Uncommon,https://images.pokemontcg.io/pl3/135_hires.png,de7ac0c1c0dade91
sm9-144,Ingo & Emmet,Trainer,Team Up,144,,Supporter,,Uncommon,https://images.pokemontcg.io/sm9/144_hires.png,ea6e9195337296c8
ecard3-99,Slugma,Pokémon,Skyridge,99,50,Basic,Fire,Common,https://images.pokemontcg.io/ecard3/99_hires.png,ee8681595972726e
ecard1-130,Spearow,Pokémon,Expedition Base Set,130,40,Basic,Colorless,Common,https://images.pokemontcg.io/ecard1/130_hires.png,fe7e8181897d30a5
xy8-135,Buddy-Buddy Rescue,Trainer,BREAKthrough,135,,Item,,Uncommon,https://images.pokemontcg.io/xy8/135_hires.png,db68c2961f3b68e0
sm12-139,Steelix,Pokémon,Cosmic Eclipse,139,170,Stage 1,Metal,Rare Holo,https://images.pokemontcg.io/sm12/139_hires.png,ea6ac195a50ebcb4
ecard2-111,Spinarak,Pokémon,Aquapolis,111,40,Basic,Grass,Common,https://images.pokemontcg.io/ecard2/111_hires.png,ff5ec0e090b1c14f
xy5-149,Primal Kyogre-EX,Pokémon,Primal Clash,149,240,"MEGA,EX",Water,Rare Ultra,https://images.pokemontcg.io/xy5/149_hires.png,b0ec513f2fcd8898
sm2-135,Tapu Koko-GX,Pokémon,Guardians Rising,135,170,"Basic,GX",Lightning,Rare Ultra,https://images.pokemontcg.io/sm2/135_hires.png,b3b8c185077f7a81
sm9-145,Jasmine,Trainer,Team Up,145,,Supporter,,Uncommon,https://images.pokemontcg.io/sm9/145_hires.png,9b3ff090c3c1c5d1
xy1-139,Metal Energy,Energy,XY,139,,Basic,,Common,https://images.pokemontcg.io/xy1/139_hires.png,fb4ae4b79a8191b0
sm8-135,Marill,Pokémon,Lost Thunder,135,70,Basic,Fairy,Common,https://images.pokemontcg.io/sm8/135_hires.png,a7b56a5ada90846e
sm5-134,Unidentified Fossil,Trainer,Ultra Prism,134,60,Item,,Uncommon,https://images.pokemontcg.io/sm5/134_hires.png,bb2ed895b1b5a4c0
ecard1-131,Squirtle,Pokémon,Expedition Base Set,131,50,Basic,Water,Common,https://images.pokemontcg.io/ecard1/131_hires.png,e7a71e5a48f0a169
sm10-129,Melmetal,Pokémon,Unbroken Bonds,129,150,Stage 1,Metal,Rare Holo,https://images.pokemontcg.io/sm10/129_hires.png,ea68e5b4358f9942
sm12-140,Mawile,Pokémon,Cosmic Eclipse,140,70,Basic,Metal,Uncommon,https://images.pokemontcg.io/sm12/140_hires.png,ea6ce796b08cd843
sm1-138,Lurantis-GX,Pokémon,Sun & Moon,138,210,"Stage 1,GX",Grass,Rare Ultra,https://images.pokemontcg.io/sm1/138_hires.png,9cb4724bd8c56693
swsh2-139,Zacian,Pokémon,Rebel Clash,139,120,Basic,Metal,Rare,https://images.pokemontcg.io/swsh2/139_hires.png,eb2ec4d0c10f9d93
ecard3-100,Snorlax,Pokémon,Skyridge,100,80,Basic,Colorless,Common,https://images.pokemontcg.io/ecard3/100_hires.png,bb7bc4c4d8b1b124
sm7-135,Last Chance Potion,Trainer,Celestial Storm,135,,Item,,Uncommon,https://images.pokemontcg.io/sm7/135_hires.png,ea3e9095c3e0e5c5
ex10-U,Unown,Pokémon,Unseen Forces,U,60,Basic,Psychic,Rare,https://images.pokemontcg.io/ex10/U_hires.png,8b1fc29466b3d9c1
ecard2-112,Tangela,Pokémon,Aquapolis,112,60,Basic,Grass,Common,https://images.pokemontcg.io/ecard2/112_hires.png,ef4ec0d0183e332f
swsh4-133,Taillow,Pokémon,Vivid Voltage,133,60,Basic,Colorless,Common,https://images.pokemontcg.io/swsh4/133_hires.png,a72ac9c8cc3636f1
sm3-131,Ho-Oh-GX,Pokémon,Burning Shadows,131,190,"Basic,GX",Fire,Rare Ultra,https://images.pokemontcg.io/sm3/131_hires.png,de3d34c170e36784
bw7-143,Cresselia-EX,Pokémon,Boundaries Crossed,143,170,"Basic,EX",Psychic,Rare Ultra,https://images.pokemontcg.io/bw7/143_hires.png,90dd5c1a2329d3bb
sm6-125,Dialga-GX,Pokémon,Forbidden Light,125,180,"Basic,GX",Metal,Rare Ultra,https://images.pokemontcg.io/sm6/125_hires.png,f3bcd14b1e8e6281
sm11-132,Weavile-GX,Pokémon,Unified Minds,132,200,"Stage 1,GX",Darkness,Rare Holo GX,https://images.pokemontcg.io/sm11/132_hires.png,ef3c9cc902663d85
smp-SM138,Zekrom-GX,Pokémon,SM Black Star Promos,SM138,180,"Basic,GX",Lightning,Promo,https://images.pokemontcg.io/smp/SM138_hires.png,c3099c9da0a6e9be
xyp-XY132,Gastly,Pokémon,XY Black Star Promos,XY132,50,Basic,Psychic,Promo,https://images.pokemontcg.io/xyp/XY132_hires.png,fa6e9491cd33890d
bw8-133,Cobalion-EX,Pokémon,Plasma Storm,133,180,"Basic,EX",Metal,Rare Ultra,https://images.pokemontcg.io/bw8/133_hires.png,91566cead03867c7
swsh1-138,Zacian V,Pokémon,Sword & Shield,138,220,"Basic,V",Metal,Rare Holo V,https://images.pokemontcg.io/swsh1/138_hires.png,91b942856b6a4e5f
pl3-136,Cynthia's Guidance,Trainer,Supreme Victors,136,,Supporter,,Uncommon,https://images.pokemontcg.io/pl3/136_hires.png,fa7bc484c236b781
swsh3-129,Meltan,Pokémon,Darkness Ablaze,129,70,Basic,Metal,Common,https://images.pokemontcg.io/swsh3/129_hires.png,ba1ee5c5e14d99c0
sm9-146,Judge Whistle,Trainer,Team Up,146,,Item,,Uncommon,https://images.pokemontcg.io/sm9/146_hires.png,ea6a91959d3af0e0
sm2-136,Toxapex-GX,Pokémon,Guardians Rising,136,210,"Stage 1,GX",Psychic,Rare Ultra,https://images.pokemontcg.io/sm2/136_hires.png,9a18e7a7b9c82a8b
dp6-141,Gliscor LV.X,Pokémon,Legends Awakened,141,110,Level-Up,Fighting,Rare Holo LV.X,https://images.pokemontcg.io/dp6/141_hires.png,db4d91a546c8998f
xy8-136,Fisherman,Trainer,BREAKthrough,136,,Supporter,,Uncommon,https://images.pokemontcg.io/xy8/136_hires.png,cb6a9c94b569cc19
sm5-135,Volkner,Trainer,Ultra Prism,135,,Supporter,,Uncommon,https://images.pokemontcg.io/sm5/135_hires.png,be3ed1c1c3e69490
xy5-150,Groudon-EX,Pokémon,Primal Clash,150,180,"Basic,EX",Fighting,Rare Ultra,https://images.pokemontcg.io/xy5/150_hires.png,9433e5c9564f31ac
xy1-140,Fairy Energy,Energy,XY,140,,Basic,,Common,https://images.pokemontcg.io/xy1/140_hires.png,9b9ee4359ac5a498
smp-SM139,Salamence-GX,Pokémon,SM Black Star Promos,SM139,250,"Stage 2,GX",Dragon,Promo,https://images.pokemontcg.io/smp/SM139_hires.png,db7ae0ecb4930385
sm1-139,Lapras-GX,Pokémon,Sun & Moon,139,190,"Basic,GX",Water,Rare Ultra,https://images.pokemontcg.io/sm1/139_hires.png,cb3630c7d2487f91
sm12-141,Probopass,Pokémon,Cosmic Eclipse,141,130,Stage 1,Metal,Uncommon,https://images.pokemontcg.io/sm12/141_hires.png,bb3ae4c4e08d99c3
ex10-V,Unown,Pokémon,Unseen Forces,V,60,Basic,Psychic,Rare,https://images.pokemontcg.io/ex10/V_hires.png,8a0ff3b1c09ccdc5
ecard2-113,Tentacool,Pokémon,Aquapolis,113,50,Basic,Water,Common,https://images.pokemontcg.io/ecard2/113_hires.png,ff4f807885b5814e
sm3-132,Salazzle-GX,Pokémon,Burning Shadows,132,200,"Stage 1,GX",Fire,Rare Ultra,https://images.pokemontcg.io/sm3/132_hires.png,fa6cc8c992867695
sm7-136,Life Herb,Trainer,Celestial Storm,136,,Item,,Uncommon,https://images.pokemontcg.io/sm7/136_hires.png,ca6e959599e1e4c4
swsh2-140,Zamazenta,Pokémon,Rebel Clash,140,120,Basic,Metal,Rare,https://images.pokemontcg.io/swsh2/140_hires.png,f330e787cb0e38d0
sm10-130,Gardevoir & Sylveon-GX,Pokémon,Unbroken Bonds,130,260,"Basic,TAG TEAM,GX",Fairy,Rare Holo GX,https://images.pokemontcg.io/sm10/130_hires.png,c7722571b9ef4a80
sm6-126,Xerneas-GX,Pokémon,Forbidden Light,126,180,"Basic,GX",Fairy,Rare Ultra,https://images.pokemontcg.io/sm6/126_hires.png,eb93966cb19838b4
ecard1-132,Squirtle,Pokémon,Expedition Base Set,132,40,Basic,Water,Common,https://images.pokemontcg.io/ecard1/132_hires.png,fe5f80e0859d814f
sm11-133,Sableye,Pokémon,Unified Minds,133,80,Basic,Darkness,Uncommon,https://images.pokemontcg.io/sm11/133_hires.png,eac0b02fa5273e39
ecard3-101,Snubbull,Pokémon,Skyridge,101,50,Basic,Colorless,Common,https://images.pokemontcg.io/ecard3/101_hires.png,9f3fb0f0484a496b
sm8-136,Azumarill,Pokémon,Lost Thunder,136,100,Stage 1,Fairy,Rare,https://images.pokemontcg.io/sm8/136_hires.png,eaf06b7ac4e48427
swsh4-134,Swellow,Pokémon,Vivid Voltage,134,90,Stage 1,Colorless,Uncommon,https://images.pokemontcg.io/swsh4/134_hires.png,ea6a1e95c585f1d0
swsh3-130,Melmetal,Pokémon,Darkness Ablaze,130,150,Stage 1,Metal,Rare,https://images.pokemontcg.io/swsh3/130_hires.png,ea3dc597c32478c2
bw7-144,Landorus-EX,Pokémon,Boundaries Crossed,144,180,"Basic,EX",Fighting,Rare Ultra,https://images.pokemontcg.io/bw7/144_hires.png,85cb5e703c1d70e5
bw8-134,Lugia-EX,Pokémon,Plasma Storm,134,180,"Basic,EX,Team Plasma",Colorless,Rare Ultra,https://images.pokemontcg.io/bw8/134_hires.png,965f63c3c45c7066
dp6-142,Magnezone LV.X,Pokémon,Legends Awakened,142,140,Level-Up,Metal,Rare Holo LV.X,https://images.pokemontcg.io/dp6/142_hires.png,ae6fccc4c071e1a5
pl3-137,Cyrus's Initiative,Trainer,Supreme Victors,137,,Supporter,,Uncommon,https://images.pokemontcg.io/pl3/137_hires.png,db7bc6c4c8e8c093
xyp-XY133,Ash-Greninja-EX,Pokémon,XY Black Star Promos,XY133,170,"Basic,EX",Water,Promo,https://images.pokemontcg.io/xyp/XY133_hires.png,f0740f8d49c9d3c6
sm2-137,Tapu Lele-GX,Pokémon,Guardians Rising,137,170,"Basic,GX",Psychic,Rare Ultra,https://images.pokemontcg.io/sm2/137_hires.png,f88cd35be42c5391
swsh1-139,Zamazenta V,Pokémon,Sword & Shield,139,230,"Basic,V",Metal,Rare Holo V,https://images.pokemontcg.io/swsh1/139_hires.png,c0c054bd691177df
xy1-141,Venusaur-EX,Pokémon,XY,141,180,"Basic,EX",Grass,Rare Ultra,https://images.pokemontcg.io/xy1/141_hires.png,e14b97395a92d2d4
smp-SM140,Salamence,Pokémon,SM Black Star Promos,SM140,150,Stage 2,Dragon,Promo,https://images.pokemontcg.io/smp/SM140_hires.png,aa38edccc466b4b4
sm9-147,Lavender Town,Trainer,Team Up,147,,Stadium,,Uncommon,https://images.pokemontcg.io/sm9/147_hires.png,bb3f9494d242cccc
sm1-140,Espeon-GX,Pokémon,Sun & Moon,140,200,"Stage 1,GX",Psychic,Rare Ultra,https://images.pokemontcg.io/sm1/140_hires.png,f2b259c9c84d73b0
xy5-151,Primal Groudon-EX,Pokémon,Primal Clash,151,240,"MEGA,EX",Fighting,Rare Ultra,https://images.pokemontcg.io/xy5/151_hires.png,95ed811568c3d53b
xy8-137,Float Stone,Trainer,BREAKthrough,137,,Pokémon Tool,,Uncommon,https://images.pokemontcg.io/xy8/137_hires.png,b6701acce6e6c519
sm12-142,Solgaleo,Pokémon,Cosmic Eclipse,142,170,Stage 2,Metal,Rare Holo,https://images.pokemontcg.io/sm12/142_hires.png,af2ee0d0e085bde1
sm7-137,Lisia,Trainer,Celestial Storm,137,,Supporter,,Uncommon,https://images.pokemontcg.io/sm7/137_hires.png,cb2fd1951e95c1c1
sm5-135a,Volkner,Trainer,Ultra Prism,135a,,Supporter,,Uncommon,https://images.pokemontcg.io/sm5/135a_hires.png,bf3fd8d0e5a49480
ecard2-114,Togepi,Pokémon,Aquapolis,114,40,Basic,Colorless,Common,https://images.pokemontcg.io/ecard2/114_hires.png,df5a12e067a7808f
swsh2-141,Snorlax,Pokémon,Rebel Clash,141,150,Basic,Colorless,Rare,https://images.pokemontcg.io/swsh2/141_hires.png,be3ec1c1e4668cc9
ex10-W,Unown,Pokémon,Unseen Forces,W,60,Basic,Psychic,Rare,https://images.pokemontcg.io/ex10/W_hires.png,cb4fc393ca909ca5
sm10-131,Cleffa,Pokémon,Unbroken Bonds,131,60,Basic,Fairy,Uncommon,https://images.pokemontcg.io/sm10/131_hires.png,af95a532f2e2c268
smp-SM141,White Kyurem-GX,Pokémon,SM Black Star Promos,SM141,190,"Basic,GX",Dragon,Promo,https://images.pokemontcg.io/smp/SM141_hires.png,c290706eba8f4f8d
ecard1-133,Tauros,Pokémon,Expedition Base Set,133,70,Basic,Colorless,Common,https://images.pokemontcg.io/ecard1/133_hires.png,fe7e8390c9e1808f
bw7-145,Black Kyurem-EX,Pokémon,Boundaries Crossed,145,180,"Basic,EX",Dragon,Rare Ultra,https://images.pokemontcg.io/bw7/145_hires.png,c41c1b63e2ec70bd
ecard3-102,Stantler,Pokémon,Skyridge,102,60,Basic,Colorless,Common,https://images.pokemontcg.io/ecard3/102_hires.png,f97c968643e1e0ac
sm7-138,Lure Ball,Trainer,Celestial Storm,138,,Item,,Uncommon,https://images.pokemontcg.io/sm7/138_hires.png,bb3ed085d1c195d4
xy1-142,Blastoise-EX,Pokémon,XY,142,180,"Basic,EX",Water,Rare Ultra,https://images.pokemontcg.io/xy1/142_hires.png,d17e249093077e7c
swsh3-131,Cufant,Pokémon,Darkness Ablaze,131,100,Basic,Metal,Common,https://images.pokemontcg.io/swsh3/131_hires.png,ee3ee591f00cd9c0
sm10-132,Clefairy,Pokémon,Unbroken Bonds,132,60,Basic,Fairy,Common,https://images.pokemontcg.io/sm10/132_hires.png,cfdc0f36e0e0f08a
sm2-138,Lycanroc-GX,Pokémon,Guardians Rising,138,200,"Stage 1,GX",Fighting,Rare Ultra,https://images.pokemontcg.io/sm2/138_hires.png,c94cc6e69b973894
sm6-127,Ultra Necrozma-GX,Pokémon,Forbidden Light,127,190,"Basic,GX,Ultra Beast",Dragon,Rare Ultra,https://images.pokemontcg.io/sm6/127_hires.png,f8f16104c83f3f85
xy8-138,Giovanni's Scheme,Trainer,BREAKthrough,138,,Supporter,,Uncommon,https://images.pokemontcg.io/xy8/138_hires.png,be6fc1c1e066c49c
ecard2-115,Voltorb,Pokémon,Aquapolis,115,40,Basic,Lightning,Common,https://images.pokemontcg.io/ecard2/115_hires.png,fa7a8385867c9c91
sm3-133,Tapu Fini-GX,Pokémon,Burning Shadows,133,170,"Basic,GX",Water,Rare Ultra,https://images.pokemontcg.io/sm3/133_hires.png,ba3e9cc3c30f23c1
pl3-138,Night Teleporter,Trainer,Supreme Victors,138,,Item,,Uncommon,https://images.pokemontcg.io/pl3/138_hires.png,ee2e9591c84a4f95
swsh4-135,Whismur,Pokémon,Vivid Voltage,135,60,Basic,Colorless,Common,https://images.pokemontcg.io/swsh4/135_hires.png,a76e9890d01f7ec8
ecard3-103,Staryu,Pokémon,Skyridge,103,40,Basic,Water,Common,https://images.pokemontcg.io/ecard3/103_hires.png,fa498457c7d0e06e
ex10-X,Unown,Pokémon,Unseen Forces,X,60,Basic,Psychic,Rare,https://images.pokemontcg.io/ex10/X_hires.png,ca4fd291c39cccc5
ecard1-134,Totodile,Pokémon,Expedition Base Set,134,50,Basic,Water,Common,https://images.pokemontcg.io/ecard1/134_hires.png,bf8dc0e0463e9a4e
bw8-135,Colress,Trainer,Plasma Storm,135,,"Supporter,Team Plasma",,Rare Ultra,https://images.pokemontcg.io/bw8/135_hires.png,c4bc4a39355ac793
sm8-137,Snubbull,Pokémon,Lost Thunder,137,70,Basic,Fairy,Common,https://images.pokemontcg.io/sm8/137_hires.png,aef4e57269a1d026
sm12-143,Togepi & Cleffa & Igglybuff-GX,Pokémon,Cosmic Eclipse,143,240,"Basic,TAG TEAM,GX",Fairy,Rare Holo GX,https://images.pokemontcg.io/sm12/143_hires.png,9373e858b5664e89
dp6-143,Mesprit LV.X,Pokémon,Legends Awakened,143,90,Level-Up,Psychic,Rare Holo LV.X,https://images.pokemontcg.io/dp6/143_hires.png,99196ce7c6c4c99a
sm9-148,Metal Goggles,Trainer,Team Up,148,,Pokémon Tool,,Uncommon,https://images.pokemontcg.io/sm9/148_hires.png,bb3f8185785ad3c0
swsh1-140,Snorlax,Pokémon,Sword & Shield,140,150,Basic,Colorless,Rare,https://images.pokemontcg.io/swsh1/140_hires.png,ae3e9490d36383cd
xy5-152,Sharpedo-EX,Pokémon,Primal Clash,152,170,"Basic,EX",Darkness,Rare Ultra,https://images.pokemontcg.io/xy5/152_hires.png,857e56c6691998b5
sm1-141,Lunala-GX,Pokémon,Sun & Moon,141,250,"Stage 2,GX",Psychic,Rare Ultra,https://images.pokemontcg.io/sm1/141_hires.png,da4cd41970667ea5
sm5-136,Super Boost Energy ◇,Energy,Ultra Prism,136,,"Special,Prism Star",,Rare Prism Star,https://images.pokemontcg.io/sm5/136_hires.png,941ee5b559e0c633
sm9-149,Morgan,Trainer,Team Up,149,,Supporter,,Uncommon,https://images.pokemontcg.io/sm9/149_hires.png,fa2fc185d25a91d1
swsh2-142,Chatot,Pokémon,Rebel Clash,142,70,Basic,Colorless,Uncommon,https://images.pokemontcg.io/swsh2/142_hires.png,ee6e8495179978b0
xyp-XY134,Empoleon BREAK,Pokémon,XY Black Star Promos,XY134,170,BREAK,Water,Promo,https://images.pokemontcg.io/xyp/XY134_hires.png,cbcf93b164316694
xy8-139,Glalie Spirit Link,Trainer,BREAKthrough,139,,Pokémon Tool,,Uncommon,https://images.pokemontcg.io/xy8/139_hires.png,cf6b9290cccdc592
sm11-134,Drapion,Pokémon,Unified Minds,134,140,Stage 1,Darkness,Rare,https://images.pokemontcg.io/sm11/134_hires.png,eec4f461b52fc848
ecard1-135,Totodile,Pokémon,Expedition Base Set,135,50,Basic,Water,Common,https://images.pokemontcg.io/ecard1/135_hires.png,fac8585a0fb6a06e
sm2-139,Metagross-GX,Pokémon,Guardians Rising,139,250,"Stage 2,GX",Metal,Rare Ultra,https://images.pokemontcg.io/sm2/139_hires.png,c22cf8d8b307678d
ex10-Y,Unown,Pokémon,Unseen Forces,Y,60,Basic,Psychic,Rare,https://images.pokemontcg.io/ex10/Y_hires.png,bb1fd7c1c8cd48c0
sm10-133,Clefable,Pokémon,Unbroken Bonds,133,110,Stage 1,Fairy,Rare,https://images.pokemontcg.io/sm10/133_hires.png,aed4e47a3e226a68
xyp-XY135,Beheeyem BREAK,Pokémon,XY Black Star Promos,XY135,130,BREAK,Psychic,Promo,https://images.pokemontcg.io/xyp/XY135_hires.png,a73784c95a70c99b
sm6-128,Bonnie,Trainer,Forbidden Light,128,,Supporter,,Rare Ultra,https://images.pokemontcg.io/sm6/128_hires.png,bea5c9d33248c536
ecard3-104,Staryu,Pokémon,Skyridge,104,50,Basic,Water,Common,https://images.pokemontcg.io/ecard3/104_hires.png,fa69807a85b5c14f
xy5-153,Aggron-EX,Pokémon,Primal Clash,153,180,"Basic,EX",Metal,Rare Ultra,https://images.pokemontcg.io/xy5/153_hires.png,d51899677d65f810
sm12-143a,Togepi & Cleffa & Igglybuff-GX,Pokémon,Cosmic Eclipse,143a,240,"Basic,TAG TEAM,GX",Fairy,Rare Ultra,https://images.pokemontcg.io/sm12/143a_hires.png,c3de3976a0c87ab0
smp-SM142,Kyurem,Pokémon,SM Black Star Promos,SM142,130,Basic,Dragon,Promo,https://images.pokemontcg.io/smp/SM142_hires.png,bf94e0c8e8369789
pl3-139,Palmer's Contribution,Trainer,Supreme Victors,139,,Supporter,,Uncommon,https://images.pokemontcg.io/pl3/139_hires.png,f06aca859fb59684
sm8-138,Granbull,Pokémon,Lost Thunder,138,130,Stage 1,Fairy,Rare,https://images.pokemontcg.io/sm8/138_hires.png,eaf4a597c460d139
bw7-146,White Kyurem-EX,Pokémon,Boundaries Crossed,146,180,"Basic,EX",Dragon,Rare Ultra,https://images.pokemontcg.io/bw7/146_hires.png,80e57b5b3e643265
xy1-143,Emolga-EX,Pokémon,XY,143,110,"Basic,EX",Lightning,Rare Ultra,https://images.pokemontcg.io/xy1/143_hires.png,913163ea1c9d1bb6
sm5-137,Unit Energy GrassFireWater,Energy,Ultra Prism,137,,Special,,Uncommon,https://images.pokemontcg.io/sm5/137_hires.png,cb1ab4b09e96d668
swsh4-136,Loudred,Pokémon,Vivid Voltage,136,100,Stage 1,Colorless,Uncommon,https://images.pokemontcg.io/swsh4/136_hires.png,b168489b4eb7b6c2
swsh3-132,Copperajah,Pokémon,Darkness Ablaze,132,190,Stage 1,Metal,Rare Holo,https://images.pokemontcg.io/swsh3/132_hires.png,ee3cc191c1e47a63
sm7-139,The Masked Royal,Trainer,Celestial Storm,139,,Supporter,,Uncommon,https://images.pokemontcg.io/sm7/139_hires.png,bb3fc885a1b61e48
swsh2-143,Pidove,Pokémon,Rebel Clash,143,60,Basic,Colorless,Common,https://images.pokemontcg.io/swsh2/143_hires.png,ee6e9391f0343c85
sm1-142,Umbreon-GX,Pokémon,Sun & Moon,142,200,"Stage 1,GX",Darkness,Rare Ultra,https://images.pokemontcg.io/sm1/142_hires.png,ea3bd2ccbc0c25a5
sm3-134,Necrozma-GX,Pokémon,Burning Shadows,134,180,"Basic,GX",Psychic,Rare Ultra,https://images.pokemontcg.io/sm3/134_hires.png,e260ccdab4a51d9d
sm11-135,Purrloin,Pokémon,Unified Minds,135,70,Basic,Darkness,Common,https://images.pokemontcg.io/sm11/135_hires.png,eec0f03285a7ce78
bw8-136,Charizard,Pokémon,Plasma Storm,136,160,Stage 2,Fire,Rare Secret,https://images.pokemontcg.io/bw8/136_hires.png,fa7ac1b189d4a466
sm9-150,Nanu,Trainer,Team Up,150,,Supporter,,Uncommon,https://images.pokemontcg.io/sm9/150_hires.png,bb3fc485c352d2d0
swsh1-141,Snorlax V,Pokémon,Sword & Shield,141,220,"Basic,V",Colorless,Rare Holo V,https://images.pokemontcg.io/swsh1/141_hires.png,c18f74d01b8b6cec
ecard2-116,Vulpix,Pokémon,Aquapolis,116,50,Basic,Fire,Common,https://images.pokemontcg.io/ecard2/116_hires.png,fa4dc25b0eb0706e
dp6-144,Mewtwo LV.X,Pokémon,Legends Awakened,144,120,Level-Up,Psychic,Rare Holo LV.X,https://images.pokemontcg.io/dp6/144_hires.png,da128485e9fb8d8d
xy8-140,Heavy Ball,Trainer,BREAKthrough,140,,Item,,Uncommon,https://images.pokemontcg.io/xy8/140_hires.png,ff6ac0d4c065e5c1
sm2-140,Sylveon-GX,Pokémon,Guardians Rising,140,200,"Stage 1,GX",Fairy,Rare Ultra,https://images.pokemontcg.io/sm2/140_hires.png,c3863c6af9685a99
ex10-Z,Unown,Pokémon,Unseen Forces,Z,60,Basic,Psychic,Rare,https://images.pokemontcg.io/ex10/Z_hires.png,9b1fd89142b6c6c5
xy5-154,M Aggron-EX,Pokémon,Primal Clash,154,240,"MEGA,EX",Metal,Rare Ultra,https://images.pokemontcg.io/xy5/154_hires.png,c58fd17136646e51
ecard1-136,Vulpix,Pokémon,Expedition Base Set,136,50,Basic,Fire,Common,https://images.pokemontcg.io/ecard1/136_hires.png,fb5dc05a4ce6a066
sm10-134,Jigglypuff,Pokémon,Unbroken Bonds,134,70,Basic,Fairy,Common,https://images.pokemontcg.io/sm10/134_hires.png,eaf46c7aa7839290
sm6-129,Crasher Wake,Trainer,Forbidden Light,129,,Supporter,,Rare Ultra,https://images.pokemontcg.io/sm6/129_hires.png,96855bd8f02e8d71
smp-SM143,Moltres,Pokémon,SM Black Star Promos,SM143,120,Basic,Fire,Promo,https://images.pokemontcg.io/smp/SM143_hires.png,ead8a723c7a2a46c
sm12-144,Clefairy,Pokémon,Cosmic Eclipse,144,50,Basic,Fairy,Uncommon,https://images.pokemontcg.io/sm12/144_hires.png,8f9ee4f0f0206ce5
xyp-XY136,Noctowl BREAK,Pokémon,XY Black Star Promos,XY136,130,BREAK,Colorless,Promo,https://images.pokemontcg.io/xyp/XY136_hires.png,eb73956154d8ca0d
bw7-147,Bianca,Trainer,Boundaries Crossed,147,,Supporter,,Rare Ultra,https://images.pokemontcg.io/bw7/147_hires.png,f1cc176d48721df0
pl3-140,VS Seeker,Trainer,Supreme Victors,140,,Item,,Uncommon,https://images.pokemontcg.io/pl3/140_hires.png,ce6e9191f1e1f184
ecard3-105,Sunflora,Pokémon,Skyridge,105,70,Stage 1,Grass,Common,https://images.pokemontcg.io/ecard3/105_hires.png,ff56807869a1911f
swsh4-137,Exploud,Pokémon,Vivid Voltage,137,160,Stage 2,Colorless,Rare,https://images.pokemontcg.io/swsh4/137_hires.png,bb2a8490ce7a37a5
sm8-139,Ralts,Pokémon,Lost Thunder,139,50,Basic,Fairy,Common,https://images.pokemontcg.io/sm8/139_hires.png,bb3fe4c4c4e0d8c1
swsh2-144,Tranquill,Pokémon,Rebel Clash,144,80,Stage 1,Colorless,Uncommon,https://images.pokemontcg.io/swsh2/144_hires.png,fb6a03979c1c34e4
xy1-144,Yveltal-EX,Pokémon,XY,144,170,"Basic,EX",Darkness,Rare Ultra,https://images.pokemontcg.io/xy1/144_hires.png,915a0ea4f4ede037
sm5-138,Unit Energy LightningPsychicMetal,Energy,Ultra Prism,138,,Special,,Uncommon,https://images.pokemontcg.io/sm5/138_hires.png,fb1a95b16cc6c468
sm1-143,Solgaleo-GX,Pokémon,Sun & Moon,143,250,"Stage 2,GX",Metal,Rare Ultra,https://images.pokemontcg.io/sm1/143_hires.png,c89cd32d706b5f84
swsh3-133,Kangaskhan,Pokémon,Darkness Ablaze,133,130,Basic,Colorless,Rare Holo,https://images.pokemontcg.io/swsh3/133_hires.png,eb3f9490c06b69d1
sm11-136,Liepard,Pokémon,Unified Minds,136,100,Stage 1,Darkness,Rare,https://images.pokemontcg.io/sm11/136_hires.png,eec4b525b5607827
swsh1-142,Snorlax VMAX,Pokémon,Sword & Shield,142,340,VMAX,Colorless,Rare Holo VMAX,https://images.pokemontcg.io/swsh1/142_hires.png,c0ca36d39ae6231f
